200.0	0.0004479725
200.5	0.00036791009999999997
201.0	0.00041357510000000004
201.5	0.00049453
202.0	0.0005139827999999999
202.5	0.00042917959999999995
203.0	0.0004147155
203.5	0.0004916273
204.0	0.0005199349
204.5	0.0004992019
205.0	0.0005102744
205.5	0.0004898048
206.0	0.0004750927
206.5	0.0005305263999999999
207.0	0.0005016528000000001
207.5	0.0004919071999999999
208.0	0.0004978349
208.5	0.0005284154000000001
209.0	0.0004956081999999999
209.5	0.0005153407
210.0	0.0005155658
210.5	0.0005057187000000001
211.0	0.0005095919000000001
211.5	0.0005158227999999999
212.0	0.0005035153999999999
212.5	0.0005194380999999999
213.0	0.0004939095
213.5	0.0005177936000000001
214.0	0.00047894060000000006
214.5	0.0005284232
215.0	0.0005403658
215.5	0.0005200976
216.0	0.000539426
216.5	0.0005401796
217.0	0.0005210447
217.5	0.0005033688
218.0	0.00042657979999999996
218.5	0.0004412763
219.0	0.0005287728999999999
219.5	0.0005543785000000001
